Name,Season,Tm,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
Terrel Harris,2012-13,TOT,SG,20.0,0.0,137.0,1.6,10.6,0.14800000000000002,2.8,3.9,0.7,1.6,8.7,10.2,3.5,0.8,1.2,6.7,6.7,5.9,48.0,109.0
Terrel Harris,2012-13,MIA,SG,7.0,0.0,29.0,3.7,14.6,0.25,11.0,14.6,0.75,7.3,9.1,16.4,3.7,0.0,0.0,7.3,5.5,18.3,88.0,107.0
Terrel Harris,2012-13,NOH,SG,13.0,0.0,108.0,1.0,9.5,0.105,0.5,1.0,0.5,0.0,8.5,8.5,3.5,1.0,1.5,6.5,7.0,2.5,28.0,109.0
Terrel Harris,Career,,,42.0,1.0,455.0,3.8,12.8,0.3,2.4,3.6,0.677,2.6,6.4,9.0,4.1,1.3,0.6,4.9,5.9,11.1,76.0,105.0
Terrel Harris,,,,,,,,,,,,,,,,,,,,,,,
Terrel Harris,2,MIA,,29.0,1.0,347.0,4.7,13.8,0.341,3.0,4.4,0.69,3.3,5.8,9.1,4.2,1.4,0.3,4.4,5.6,13.7,87.0,103.0
Terrel Harris,1,NOH,,13.0,0.0,108.0,1.0,9.5,0.105,0.5,1.0,0.5,0.0,8.5,8.5,3.5,1.0,1.5,6.5,7.0,2.5,28.0,109.0
Emeka Okafor,2004-05,CHA,PF,73.0,73.0,2600.0,9.0,20.1,0.447,4.2,6.9,0.609,5.5,10.4,15.9,1.3,1.2,2.5,2.5,4.3,22.1,100.0,105.0
Emeka Okafor,2005-06,CHA,PF,26.0,25.0,874.0,7.7,18.6,0.415,4.8,7.3,0.6559999999999999,5.5,9.8,15.3,1.8,1.3,2.9,3.1,5.2,20.2,96.0,104.0
Emeka Okafor,2006-07,CHA,C,67.0,65.0,2329.0,8.8,16.6,0.532,3.9,6.6,0.593,5.8,11.2,17.0,1.8,1.3,3.9,2.5,4.7,21.6,111.0,102.0
Emeka Okafor,2007-08,CHA,C,82.0,82.0,2718.0,8.8,16.5,0.535,4.1,7.2,0.57,4.9,11.9,16.8,1.3,1.2,2.7,3.2,4.6,21.8,106.0,105.0
Emeka Okafor,2008-09,CHA,C,82.0,81.0,2691.0,8.7,15.6,0.561,4.4,7.5,0.593,5.6,11.1,16.7,1.1,1.0,2.7,2.9,5.0,21.9,112.0,103.0
Emeka Okafor,2009-10,NOH,C,82.0,82.0,2370.0,7.6,14.3,0.53,3.4,6.0,0.562,5.5,10.7,16.2,1.2,1.2,2.8,2.4,4.8,18.6,110.0,106.0
Emeka Okafor,2010-11,NOH,C,72.0,72.0,2287.0,7.1,12.4,0.573,3.4,6.1,0.562,5.4,10.7,16.2,1.0,0.9,3.0,2.8,5.4,17.6,111.0,102.0
Emeka Okafor,2011-12,NOH,C,27.0,27.0,781.0,7.9,14.9,0.5329999999999999,2.6,5.1,0.514,4.9,10.0,14.8,1.7,1.1,1.8,2.6,5.1,18.5,105.0,103.0
Emeka Okafor,2012-13,WAS,C,79.0,77.0,2052.0,8.3,17.4,0.47700000000000004,2.8,4.8,0.5710000000000001,5.1,12.5,17.6,2.4,1.1,2.0,2.7,3.7,19.4,100.0,99.0
Emeka Okafor,Career,,,590.0,584.0,18702.0,8.3,16.3,0.512,3.8,6.5,0.584,5.4,11.1,16.5,1.4,1.1,2.8,2.7,4.7,20.4,106.0,103.0
Emeka Okafor,,,,,,,,,,,,,,,,,,,,,,,
Emeka Okafor,5,CHA,,330.0,326.0,11212.0,8.8,17.3,0.506,4.2,7.1,0.596,5.4,11.1,16.5,1.4,1.2,2.9,2.8,4.7,21.7,106.0,104.0
Emeka Okafor,3,NOH,,181.0,181.0,5438.0,7.4,13.6,0.547,3.3,5.9,0.556,5.4,10.6,16.0,1.2,1.1,2.7,2.6,5.1,18.2,109.0,104.0
Emeka Okafor,1,WAS,,79.0,77.0,2052.0,8.3,17.4,0.47700000000000004,2.8,4.8,0.5710000000000001,5.1,12.5,17.6,2.4,1.1,2.0,2.7,3.7,19.4,100.0,99.0
Tristan Thompson,2011-12,CLE,PF,60.0,25.0,1424.0,7.2,16.3,0.439,3.9,7.1,0.552,6.9,7.5,14.4,1.0,1.0,2.3,3.0,4.9,18.2,98.0,108.0
Tristan Thompson,2012-13,CLE,PF,82.0,82.0,2564.0,7.9,16.2,0.488,3.6,5.9,0.608,6.2,9.5,15.7,2.2,1.2,1.4,2.5,4.7,19.4,108.0,108.0
Tristan Thompson,2013-14,CLE,PF,82.0,82.0,2594.0,7.2,15.1,0.47700000000000004,4.7,6.7,0.693,5.3,9.6,15.0,1.4,0.8,0.7,2.1,3.7,19.1,110.0,108.0
Tristan Thompson,2014-15,CLE,PF,24.0,1.0,625.0,7.3,13.5,0.54,3.9,6.1,0.644,7.0,7.1,14.1,1.3,0.8,1.9,1.9,4.8,18.5,121.0,109.0
Tristan Thompson,Career,,,248.0,190.0,7207.0,7.5,15.6,0.478,4.1,6.5,0.631,6.1,8.9,15.0,1.6,1.0,1.4,2.4,4.4,19.0,108.0,108.0
Nando De Colo,2012-13,SAS,SG,72.0,6.0,920.0,5.8,13.3,0.436,1.9,2.4,0.795,1.3,6.4,7.6,7.6,2.3,0.3,4.5,4.8,15.3,97.0,102.0
Nando De Colo,2013-14,TOT,SF,47.0,3.0,494.0,6.6,15.9,0.418,3.2,3.6,0.8859999999999999,1.5,6.1,7.6,6.7,2.3,0.6,3.6,5.0,18.3,103.0,103.0
Nando De Colo,2013-14,SAS,SF,26.0,3.0,301.0,7.1,15.6,0.452,3.0,3.7,0.818,1.0,6.5,7.6,5.4,2.5,0.5,3.5,4.2,18.8,102.0,101.0
Nando De Colo,2013-14,TOR,SF,21.0,0.0,193.0,6.0,16.2,0.36700000000000005,3.5,3.5,1.0,2.2,5.4,7.6,8.9,1.9,0.8,3.8,6.2,17.6,105.0,105.0
Nando De Colo,Career,,,119.0,9.0,1414.0,6.1,14.2,0.429,2.4,2.9,0.835,1.3,6.3,7.6,7.3,2.3,0.4,4.2,4.9,16.4,99.0,102.0
Nando De Colo,,,,,,,,,,,,,,,,,,,,,,,
Nando De Colo,2,SAS,,98.0,9.0,1221.0,6.1,13.9,0.44,2.2,2.7,0.8029999999999999,1.2,6.4,7.6,7.1,2.3,0.4,4.2,4.7,16.2,98.0,102.0
Nando De Colo,1,TOR,,21.0,0.0,193.0,6.0,16.2,0.36700000000000005,3.5,3.5,1.0,2.2,5.4,7.6,8.9,1.9,0.8,3.8,6.2,17.6,105.0,105.0
Ronny Turiaf,2005-06,LAL,C,23.0,1.0,161.0,4.9,9.8,0.5,4.9,8.9,0.556,3.6,8.5,12.1,2.6,1.0,3.3,2.3,9.8,14.8,109.0,103.0
Ronny Turiaf,2006-07,LAL,C,72.0,1.0,1087.0,6.9,12.7,0.5489999999999999,4.2,6.3,0.664,4.2,8.1,12.2,3.0,0.8,3.7,2.5,9.5,18.1,116.0,106.0
Ronny Turiaf,2007-08,LAL,C,78.0,21.0,1458.0,6.5,13.7,0.474,4.8,6.4,0.753,3.3,7.3,10.5,4.4,1.0,3.7,2.5,6.9,17.8,112.0,104.0
Ronny Turiaf,2008-09,GSW,C,79.0,26.0,1696.0,5.4,10.6,0.508,2.8,3.6,0.79,2.5,7.8,10.4,4.8,1.0,4.8,2.0,7.0,13.5,116.0,110.0
Ronny Turiaf,2009-10,GSW,C,42.0,20.0,872.0,4.7,8.0,0.5820000000000001,2.0,4.3,0.474,3.0,7.5,10.5,4.9,1.3,3.0,2.7,5.4,11.4,110.0,110.0
Ronny Turiaf,2010-11,NYK,C,64.0,21.0,1141.0,4.5,7.2,0.632,2.7,4.3,0.622,2.8,6.3,9.1,4.0,1.5,3.2,1.8,7.0,11.8,127.0,108.0
Ronny Turiaf,2011-12,TOT,C,17.0,5.0,279.0,3.6,6.2,0.5760000000000001,2.4,4.1,0.591,3.8,9.4,13.2,1.9,2.6,3.2,2.6,7.3,9.6,107.0,96.0
Ronny Turiaf,2011-12,WAS,C,4.0,0.0,58.0,2.7,2.7,1.0,0.0,0.0,,0.9,9.8,10.7,4.5,5.4,2.7,5.4,6.3,5.4,76.0,95.0
Ronny Turiaf,2011-12,MIA,C,13.0,5.0,221.0,3.8,7.1,0.5329999999999999,3.1,5.2,0.591,4.5,9.3,13.8,1.2,1.9,3.3,1.9,7.6,10.7,114.0,96.0
Ronny Turiaf,2012-13,LAC,C,65.0,0.0,701.0,3.7,7.3,0.505,1.7,4.7,0.365,3.4,8.0,11.4,2.6,1.4,2.6,2.2,6.0,9.1,99.0,103.0
Ronny Turiaf,2013-14,MIN,C,31.0,10.0,606.0,5.2,8.7,0.598,1.7,4.1,0.42,4.5,9.7,14.2,2.0,0.7,4.1,2.0,5.3,12.1,113.0,103.0
Ronny Turiaf,2014-15,MIN,C,2.0,0.0,19.0,0.0,0.0,,0.0,0.0,,0.0,2.6,2.6,5.3,0.0,0.0,0.0,0.0,0.0,212.0,119.0
Ronny Turiaf,Career,,,473.0,105.0,8020.0,5.3,10.0,0.5329999999999999,3.1,4.9,0.636,3.2,7.7,11.0,3.9,1.1,3.7,2.2,7.0,13.8,114.0,106.0
Ronny Turiaf,,,,,,,,,,,,,,,,,,,,,,,
Ronny Turiaf,3,LAL,,173.0,23.0,2706.0,6.6,13.0,0.504,4.6,6.5,0.703,3.6,7.7,11.3,3.7,0.9,3.7,2.5,8.1,17.7,114.0,105.0
Ronny Turiaf,2,GSW,,121.0,46.0,2568.0,5.1,9.7,0.529,2.6,3.8,0.6679999999999999,2.7,7.7,10.4,4.8,1.1,4.2,2.2,6.4,12.8,114.0,110.0
Ronny Turiaf,1,LAC,,65.0,0.0,701.0,3.7,7.3,0.505,1.7,4.7,0.365,3.4,8.0,11.4,2.6,1.4,2.6,2.2,6.0,9.1,99.0,103.0
Ronny Turiaf,1,NYK,,64.0,21.0,1141.0,4.5,7.2,0.632,2.7,4.3,0.622,2.8,6.3,9.1,4.0,1.5,3.2,1.8,7.0,11.8,127.0,108.0
Ronny Turiaf,2,MIN,,33.0,10.0,625.0,5.1,8.4,0.598,1.7,3.9,0.42,4.3,9.5,13.8,2.1,0.6,3.9,1.9,5.1,11.8,114.0,104.0
Ronny Turiaf,1,MIA,,13.0,5.0,221.0,3.8,7.1,0.5329999999999999,3.1,5.2,0.591,4.5,9.3,13.8,1.2,1.9,3.3,1.9,7.6,10.7,114.0,96.0
Ronny Turiaf,1,WAS,,4.0,0.0,58.0,2.7,2.7,1.0,0.0,0.0,,0.9,9.8,10.7,4.5,5.4,2.7,5.4,6.3,5.4,76.0,95.0
Meyers Leonard,2012-13,POR,C,69.0,9.0,1206.0,6.6,12.1,0.545,3.1,3.9,0.809,3.5,7.6,11.1,1.4,0.5,1.7,2.1,7.3,16.4,115.0,110.0
Meyers Leonard,2013-14,POR,C,40.0,0.0,355.0,5.8,13.0,0.451,2.3,3.0,0.762,3.7,12.1,15.8,2.6,1.0,0.7,2.1,10.8,14.0,104.0,105.0
Meyers Leonard,2014-15,POR,C,8.0,1.0,61.0,5.9,14.2,0.41200000000000003,1.7,1.7,1.0,4.2,13.4,17.6,3.4,0.8,0.0,0.8,6.7,16.8,126.0,101.0
Meyers Leonard,Career,,,117.0,10.0,1622.0,6.4,12.4,0.517,2.9,3.6,0.804,3.6,8.9,12.4,1.8,0.6,1.4,2.1,8.1,15.9,113.0,108.0
Viacheslav Kravtsov,2012-13,DET,C,25.0,0.0,224.0,7.8,10.9,0.7170000000000001,2.6,8.7,0.297,5.7,5.0,10.6,2.1,1.2,2.1,3.3,7.5,18.2,109.0,109.0
Viacheslav Kravtsov,2013-14,PHO,C,20.0,0.0,59.0,6.8,12.7,0.5329999999999999,3.4,6.8,0.5,7.6,6.8,14.4,0.8,0.0,0.8,5.1,5.9,17.0,98.0,110.0
Viacheslav Kravtsov,Career,,,45.0,0.0,283.0,7.6,11.3,0.672,2.8,8.3,0.33299999999999996,6.1,5.4,11.4,1.8,0.9,1.8,3.7,7.2,17.9,106.0,109.0
Viacheslav Kravtsov,,,,,,,,,,,,,,,,,,,,,,,
Viacheslav Kravtsov,1,DET,,25.0,0.0,224.0,7.8,10.9,0.7170000000000001,2.6,8.7,0.297,5.7,5.0,10.6,2.1,1.2,2.1,3.3,7.5,18.2,109.0,109.0
Viacheslav Kravtsov,1,PHO,,20.0,0.0,59.0,6.8,12.7,0.5329999999999999,3.4,6.8,0.5,7.6,6.8,14.4,0.8,0.0,0.8,5.1,5.9,17.0,98.0,110.0
Michael Beasley,2008-09,MIA,PF,81.0,19.0,2009.0,12.0,25.4,0.47200000000000003,4.9,6.4,0.772,2.9,8.7,11.7,2.2,1.1,1.0,3.2,4.9,29.8,103.0,108.0
Michael Beasley,2009-10,MIA,PF,78.0,78.0,2328.0,10.8,23.9,0.45,4.4,5.5,0.8,2.8,8.6,11.5,2.3,1.8,1.1,3.0,5.1,26.6,101.0,103.0
Michael Beasley,2010-11,MIN,SF,73.0,73.0,2361.0,11.8,26.3,0.45,4.6,6.1,0.753,2.5,6.1,8.6,3.3,1.1,1.1,4.1,4.7,29.5,100.0,112.0
Michael Beasley,2011-12,MIN,SF,47.0,7.0,1087.0,10.5,23.5,0.445,2.9,4.5,0.642,1.8,8.0,9.8,2.1,0.9,0.9,3.8,3.9,25.6,95.0,107.0
Michael Beasley,2012-13,PHO,SF,75.0,20.0,1554.0,10.2,25.3,0.405,3.1,4.2,0.746,1.7,7.6,9.3,3.7,1.0,1.1,4.8,3.5,25.1,87.0,109.0
Michael Beasley,2013-14,MIA,SF,55.0,2.0,831.0,11.2,22.5,0.499,3.9,5.0,0.772,2.0,8.9,10.9,2.7,1.5,1.3,3.6,5.9,27.6,103.0,105.0
Michael Beasley,Career,,,409.0,199.0,10170.0,11.2,24.8,0.45,4.2,5.5,0.758,2.4,7.8,10.3,2.8,1.3,1.1,3.7,4.6,27.7,99.0,108.0
Michael Beasley,,,,,,,,,,,,,,,,,,,,,,,
Michael Beasley,3,MIA,,214.0,99.0,5168.0,11.3,24.3,0.466,4.5,5.8,0.784,2.7,8.7,11.4,2.3,1.5,1.1,3.2,5.1,28.0,102.0,105.0
Michael Beasley,2,MIN,,120.0,80.0,3448.0,11.4,25.4,0.449,4.1,5.6,0.725,2.3,6.7,9.0,3.0,1.0,1.0,4.0,4.4,28.3,99.0,111.0
Michael Beasley,1,PHO,,75.0,20.0,1554.0,10.2,25.3,0.405,3.1,4.2,0.746,1.7,7.6,9.3,3.7,1.0,1.1,4.8,3.5,25.1,87.0,109.0
Kalin Lucas,2014-15,MEM,PG,1.0,0.0,6.0,0.0,8.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.7,0.0,0.0,8.7,0.0,0.0,93.0
Kalin Lucas,Career,,,1.0,0.0,6.0,0.0,8.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.7,0.0,0.0,8.7,0.0,0.0,93.0
Victor Claver,2012-13,POR,SF,49.0,16.0,812.0,4.8,12.2,0.392,0.9,1.9,0.467,2.0,5.7,7.7,2.8,1.7,0.8,2.8,4.9,12.1,89.0,110.0
Victor Claver,2013-14,POR,SF,21.0,0.0,184.0,4.7,11.5,0.405,2.7,3.0,0.909,2.5,8.2,10.7,3.3,0.8,0.8,3.0,4.4,12.9,99.0,108.0
Victor Claver,Career,,,70.0,16.0,996.0,4.8,12.1,0.39399999999999996,1.3,2.1,0.585,2.1,6.2,8.3,2.9,1.5,0.8,2.8,4.8,12.3,91.0,109.0
Marreese Speights,2008-09,PHI,C,79.0,2.0,1263.0,10.6,21.2,0.502,4.3,5.6,0.773,5.2,7.2,12.4,1.3,1.1,2.4,1.9,7.6,25.7,115.0,107.0
Marreese Speights,2009-10,PHI,C,62.0,1.0,1016.0,10.9,22.9,0.47700000000000004,5.6,7.5,0.745,4.4,8.6,13.0,1.9,1.5,1.8,2.6,7.8,27.4,107.0,109.0
Marreese Speights,2010-11,PHI,C,64.0,1.0,734.0,10.3,20.8,0.495,3.9,5.2,0.753,4.6,10.4,15.0,2.1,0.6,1.4,2.9,8.6,24.5,105.0,104.0
Marreese Speights,2011-12,MEM,PF,60.0,54.0,1345.0,8.7,19.2,0.45299999999999996,3.3,4.3,0.7709999999999999,5.2,9.5,14.7,1.9,0.8,1.1,2.9,5.8,20.7,102.0,102.0
Marreese Speights,2012-13,TOT,C,79.0,3.0,1300.0,10.6,23.8,0.445,5.5,7.1,0.7709999999999999,6.0,9.8,15.7,1.9,1.0,2.2,3.3,7.1,26.8,103.0,104.0
Marreese Speights,2012-13,MEM,C,40.0,2.0,579.0,9.9,23.2,0.429,4.5,6.3,0.716,7.1,10.6,17.7,1.7,0.9,2.5,3.3,8.1,24.6,101.0,98.0
Marreese Speights,2012-13,CLE,C,39.0,1.0,721.0,11.1,24.3,0.457,6.3,7.8,0.8059999999999999,5.0,9.2,14.2,2.1,1.0,1.9,3.2,6.4,28.6,105.0,108.0
Marreese Speights,2013-14,GSW,C,79.0,3.0,982.0,9.9,22.5,0.441,5.6,6.8,0.821,5.1,9.6,14.7,1.6,0.5,1.7,3.4,7.5,25.8,102.0,103.0
Marreese Speights,2014-15,GSW,PF,24.0,0.0,414.0,14.1,26.6,0.529,6.3,7.9,0.7909999999999999,5.3,9.8,15.1,2.0,0.8,2.0,3.3,7.9,34.4,112.0,98.0
Marreese Speights,Career,,,447.0,64.0,7054.0,10.4,22.0,0.47100000000000003,4.8,6.2,0.775,5.2,9.1,14.3,1.8,0.9,1.8,2.8,7.3,25.6,106.0,104.0
Marreese Speights,,,,,,,,,,,,,,,,,,,,,,,
Marreese Speights,3,PHI,,205.0,4.0,3013.0,10.7,21.7,0.49200000000000005,4.6,6.1,0.757,4.8,8.5,13.2,1.7,1.1,1.9,2.4,7.9,26.0,110.0,107.0
Marreese Speights,2,GSW,,103.0,3.0,1396.0,11.2,23.7,0.47100000000000003,5.8,7.1,0.8109999999999999,5.2,9.7,14.8,1.7,0.6,1.8,3.3,7.6,28.4,105.0,101.0
Marreese Speights,2,MEM,,100.0,56.0,1924.0,9.1,20.4,0.445,3.7,4.9,0.75,5.8,9.8,15.6,1.8,0.9,1.6,3.0,6.5,21.8,101.0,101.0
Marreese Speights,1,CLE,,39.0,1.0,721.0,11.1,24.3,0.457,6.3,7.8,0.8059999999999999,5.0,9.2,14.2,2.1,1.0,1.9,3.2,6.4,28.6,105.0,108.0
Maalik Wayns,2012-13,TOT,PG,27.0,1.0,202.0,6.8,23.0,0.295,4.4,5.0,0.895,0.3,1.6,1.8,7.0,1.6,0.0,3.9,6.8,19.8,83.0,110.0
Maalik Wayns,2012-13,PHI,PG,21.0,1.0,165.0,6.1,23.0,0.264,4.2,4.8,0.867,0.3,1.3,1.6,6.4,1.0,0.0,4.2,5.8,17.9,75.0,112.0
Maalik Wayns,2012-13,LAC,PG,6.0,0.0,37.0,10.0,22.8,0.43799999999999994,5.7,5.7,1.0,0.0,2.8,2.8,10.0,4.3,0.0,2.8,11.4,28.5,120.0,102.0
Maalik Wayns,2013-14,LAC,PG,2.0,0.0,9.0,5.6,11.1,0.5,0.0,0.0,,0.0,11.1,11.1,11.1,11.1,0.0,0.0,22.2,11.1,134.0,82.0
Maalik Wayns,Career,,,29.0,1.0,211.0,6.7,22.4,0.3,4.2,4.7,0.895,0.2,2.0,2.2,7.2,2.0,0.0,3.7,7.5,19.4,84.0,109.0
Maalik Wayns,,,,,,,,,,,,,,,,,,,,,,,
Maalik Wayns,1,PHI,,21.0,1.0,165.0,6.1,23.0,0.264,4.2,4.8,0.867,0.3,1.3,1.6,6.4,1.0,0.0,4.2,5.8,17.9,75.0,112.0
Maalik Wayns,2,LAC,,8.0,0.0,46.0,9.1,20.4,0.444,4.5,4.5,1.0,0.0,4.5,4.5,10.2,5.7,0.0,2.3,13.6,24.9,121.0,98.0
Damjan Rudez,2014-15,IND,SF,25.0,0.0,396.0,4.8,11.8,0.41100000000000003,1.6,2.4,0.667,0.3,2.0,2.2,2.4,0.7,0.5,1.7,4.3,13.6,102.0,109.0
Damjan Rudez,Career,,,25.0,0.0,396.0,4.8,11.8,0.41100000000000003,1.6,2.4,0.667,0.3,2.0,2.2,2.4,0.7,0.5,1.7,4.3,13.6,102.0,109.0
Chase Budinger,2009-10,HOU,SF,74.0,4.0,1488.0,8.5,19.4,0.441,2.3,3.0,0.77,1.3,6.2,7.5,3.0,1.2,0.4,1.6,2.9,22.5,111.0,110.0
Chase Budinger,2010-11,HOU,SF,78.0,22.0,1738.0,8.2,19.2,0.425,3.5,4.0,0.855,1.5,6.7,8.2,3.7,1.2,0.5,2.0,3.3,22.4,110.0,110.0
Chase Budinger,2011-12,HOU,SF,58.0,9.0,1298.0,8.4,19.0,0.442,2.2,2.8,0.7709999999999999,1.5,7.2,8.8,3.0,1.2,0.3,2.2,2.6,22.5,110.0,107.0
Chase Budinger,2012-13,MIN,SF,23.0,1.0,508.0,8.0,19.4,0.414,3.3,4.3,0.762,1.5,5.7,7.2,2.5,1.4,0.7,2.3,3.0,22.0,102.0,107.0
Chase Budinger,2013-14,MIN,SF,41.0,8.0,751.0,6.6,16.7,0.39399999999999996,2.1,2.6,0.821,1.2,5.5,6.8,2.0,1.2,0.1,1.6,3.8,18.0,103.0,109.0
Chase Budinger,2014-15,MIN,SF,20.0,0.0,239.0,4.8,16.5,0.29100000000000004,2.7,2.9,0.929,0.4,8.4,8.8,2.3,1.9,0.4,2.1,2.1,14.6,85.0,111.0
Chase Budinger,Career,,,294.0,44.0,6022.0,8.0,18.8,0.423,2.7,3.3,0.81,1.4,6.5,7.9,3.0,1.2,0.4,1.9,3.1,21.5,108.0,109.0
Chase Budinger,,,,,,,,,,,,,,,,,,,,,,,
Chase Budinger,3,HOU,,210.0,35.0,4524.0,8.4,19.2,0.435,2.7,3.4,0.81,1.5,6.7,8.2,3.3,1.2,0.4,1.9,3.0,22.5,110.0,109.0
Chase Budinger,3,MIN,,84.0,9.0,1498.0,6.8,17.6,0.385,2.6,3.2,0.8109999999999999,1.2,6.0,7.2,2.2,1.4,0.4,1.9,3.3,18.8,100.0,109.0
Alexey Shved,2012-13,MIN,SG,77.0,16.0,1840.0,6.6,17.8,0.37200000000000005,3.0,4.2,0.72,1.2,3.8,4.9,8.0,1.5,0.8,4.1,3.3,18.7,95.0,108.0
Alexey Shved,2013-14,MIN,SG,63.0,0.0,664.0,5.6,17.6,0.321,5.1,6.7,0.7559999999999999,1.6,4.5,6.0,5.1,1.9,1.2,3.6,2.7,18.6,93.0,107.0
Alexey Shved,2014-15,PHI,SG,17.0,0.0,285.0,9.0,22.5,0.4,8.3,9.9,0.8420000000000001,1.4,2.4,3.8,8.0,2.4,0.2,3.1,3.6,29.3,112.0,109.0
Alexey Shved,Career,,,157.0,16.0,2789.0,6.6,18.3,0.363,4.1,5.4,0.754,1.3,3.8,5.1,7.3,1.7,0.8,3.9,3.2,19.8,97.0,108.0
Alexey Shved,,,,,,,,,,,,,,,,,,,,,,,
Alexey Shved,2,MIN,,140.0,16.0,2504.0,6.4,17.8,0.358,3.6,4.9,0.733,1.3,4.0,5.2,7.2,1.6,0.9,4.0,3.1,18.7,94.0,108.0
Alexey Shved,1,PHI,,17.0,0.0,285.0,9.0,22.5,0.4,8.3,9.9,0.8420000000000001,1.4,2.4,3.8,8.0,2.4,0.2,3.1,3.6,29.3,112.0,109.0
Tobias Harris,2011-12,MIL,SF,42.0,9.0,479.0,8.4,18.1,0.467,4.7,5.8,0.815,3.2,7.6,10.8,2.4,1.4,0.7,3.3,4.8,22.2,104.0,106.0
Tobias Harris,2012-13,TOT,SF-PF,55.0,34.0,1299.0,9.3,20.4,0.455,4.1,5.5,0.752,2.9,8.5,11.4,2.7,1.3,1.8,2.6,4.8,24.0,105.0,107.0
Tobias Harris,2012-13,MIL,SF,28.0,14.0,325.0,8.3,17.9,0.461,3.6,4.1,0.885,2.7,6.2,8.9,2.0,1.2,1.1,2.8,4.8,21.2,104.0,107.0
Tobias Harris,2012-13,ORL,PF,27.0,20.0,974.0,9.6,21.2,0.45299999999999996,4.3,5.9,0.721,3.0,9.3,12.3,3.0,1.3,2.0,2.6,4.8,25.0,105.0,107.0
Tobias Harris,2013-14,ORL,PF,61.0,36.0,1850.0,9.2,19.8,0.46399999999999997,5.5,6.8,0.807,2.4,9.3,11.7,2.3,1.1,0.7,2.2,4.0,24.7,108.0,107.0
Tobias Harris,2014-15,ORL,SF,26.0,26.0,923.0,10.0,21.0,0.47600000000000003,5.5,6.8,0.81,1.7,9.4,11.1,2.9,1.5,0.8,2.9,4.0,26.9,108.0,105.0
Tobias Harris,Career,,,184.0,105.0,4551.0,9.3,20.0,0.46399999999999997,5.0,6.3,0.795,2.5,8.9,11.4,2.5,1.3,1.0,2.6,4.3,24.7,107.0,107.0
Tobias Harris,,,,,,,,,,,,,,,,,,,,,,,
Tobias Harris,3,ORL,,114.0,82.0,3747.0,9.5,20.5,0.46399999999999997,5.2,6.6,0.7879999999999999,2.4,9.3,11.7,2.6,1.3,1.0,2.5,4.2,25.3,107.0,107.0
Tobias Harris,2,MIL,,70.0,23.0,804.0,8.4,18.0,0.465,4.2,5.1,0.838,3.0,7.0,10.0,2.2,1.3,0.9,3.1,4.8,21.8,104.0,106.0
J.R. Smith,2004-05,NOH,SG,76.0,56.0,1859.0,8.7,22.1,0.39399999999999996,3.3,4.7,0.6890000000000001,1.2,3.3,4.5,4.2,1.6,0.3,3.2,4.0,23.1,95.0,110.0
J.R. Smith,2005-06,NOK,SG,55.0,25.0,989.0,7.9,20.0,0.39299999999999996,4.5,5.5,0.8220000000000001,1.0,5.0,6.0,3.2,2.0,0.2,2.9,4.9,23.1,101.0,108.0
J.R. Smith,2006-07,DEN,SG,63.0,24.0,1471.0,9.5,21.6,0.441,3.4,4.2,0.81,1.0,3.8,4.8,3.0,1.6,0.3,2.8,4.9,27.4,112.0,109.0
J.R. Smith,2007-08,DEN,SG,74.0,0.0,1421.0,10.5,22.8,0.461,4.3,6.0,0.7190000000000001,1.5,3.7,5.1,4.3,2.1,0.4,3.8,4.9,30.7,111.0,109.0
J.R. Smith,2008-09,DEN,SG,81.0,18.0,2245.0,9.6,21.5,0.446,4.6,6.2,0.754,1.0,5.8,6.7,5.1,1.8,0.3,3.4,4.3,28.0,111.0,109.0
J.R. Smith,2009-10,DEN,SG,75.0,0.0,2082.0,10.4,25.1,0.414,3.5,4.9,0.706,0.7,5.0,5.7,4.5,2.4,0.5,3.4,4.2,28.1,101.0,108.0
J.R. Smith,2010-11,DEN,SF,79.0,6.0,1968.0,8.7,20.0,0.435,4.2,5.6,0.738,1.1,7.1,8.2,4.5,2.3,0.4,2.6,4.4,24.7,109.0,106.0
J.R. Smith,2011-12,NYK,SG,35.0,1.0,967.0,8.8,21.6,0.40700000000000003,2.1,2.9,0.7090000000000001,1.5,5.7,7.2,4.5,2.9,0.3,2.5,4.6,23.2,104.0,100.0
J.R. Smith,2012-13,NYK,SG,80.0,0.0,2678.0,10.5,24.9,0.42200000000000004,4.7,6.2,0.762,1.3,7.2,8.5,4.4,2.0,0.5,2.7,4.5,28.9,107.0,106.0
J.R. Smith,2013-14,NYK,SF,74.0,37.0,2421.0,8.7,21.0,0.415,2.0,3.0,0.652,0.8,5.7,6.5,4.8,1.4,0.4,2.4,4.3,23.5,106.0,111.0
J.R. Smith,2014-15,NYK,SG,21.0,4.0,528.0,8.5,20.8,0.41,2.6,3.7,0.722,0.3,4.5,4.8,7.1,1.5,0.4,4.1,4.2,22.1,96.0,113.0
J.R. Smith,Career,,,713.0,171.0,18629.0,9.4,22.2,0.424,3.7,5.0,0.737,1.0,5.4,6.4,4.4,2.0,0.4,3.0,4.4,26.3,106.0,108.0
