Name,Season,Tm,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
Josh Howard,2003-04,DAL,SF,67.0,29.0,1589.0,7.4,17.2,0.43,3.1,4.5,0.703,4.8,7.1,11.9,3.1,2.2,1.7,2.2,5.4,18.6,107.0,105.0
Josh Howard,2004-05,DAL,SF,76.0,76.0,2446.0,8.0,16.8,0.475,3.6,4.9,0.733,3.6,6.7,10.2,2.3,2.5,1.0,2.6,4.5,20.3,108.0,103.0
Josh Howard,2005-06,DAL,SF,59.0,58.0,1915.0,10.0,21.2,0.47100000000000003,5.6,7.6,0.7340000000000001,3.5,7.1,10.6,3.2,1.9,0.7,2.3,4.8,26.4,115.0,105.0
Josh Howard,2006-07 ★,DAL,SF,70.0,69.0,2455.0,10.8,23.5,0.45899999999999996,5.3,6.4,0.8270000000000001,2.8,7.5,10.4,2.8,1.8,1.2,2.7,3.9,28.8,112.0,102.0
Josh Howard,2007-08,DAL,SF,76.0,76.0,2757.0,10.9,24.1,0.455,6.0,7.4,0.813,2.3,8.0,10.3,3.2,1.1,0.6,2.2,3.9,29.2,111.0,106.0
Josh Howard,2008-09,DAL,SF,52.0,51.0,1663.0,11.1,24.7,0.451,5.4,6.9,0.782,1.9,6.4,8.3,2.6,1.7,0.9,2.8,4.3,29.5,106.0,109.0
Josh Howard,2009-10,TOT,SF,35.0,12.0,918.0,8.9,22.0,0.405,6.2,7.9,0.784,1.7,5.4,7.1,2.7,1.5,0.6,2.6,5.1,25.2,100.0,108.0
Josh Howard,2009-10,DAL,SF,31.0,9.0,827.0,8.6,21.5,0.401,5.9,7.5,0.79,1.6,5.4,7.0,2.8,1.4,0.6,2.7,4.9,24.3,99.0,108.0
Josh Howard,2009-10,WAS,SF,4.0,3.0,91.0,11.5,26.5,0.435,8.6,11.5,0.75,2.3,5.2,7.5,2.3,1.7,1.2,1.7,7.5,33.4,112.0,109.0
Josh Howard,2010-11,WAS,SF,18.0,10.0,409.0,7.3,20.3,0.358,3.6,5.9,0.617,2.3,7.0,9.3,3.0,1.6,0.6,2.5,4.3,19.0,89.0,111.0
Josh Howard,2011-12,UTA,SF,43.0,18.0,991.0,7.6,19.1,0.39899999999999997,4.0,5.1,0.773,2.1,6.3,8.4,2.6,1.7,0.5,2.8,4.8,19.7,95.0,107.0
Josh Howard,2012-13,MIN,SF,11.0,4.0,207.0,7.7,19.2,0.40299999999999997,1.7,3.0,0.583,2.2,6.7,9.0,1.0,2.5,0.7,2.5,4.5,18.5,88.0,104.0
Josh Howard,Career,,,507.0,403.0,15350.0,9.5,21.2,0.44799999999999995,4.8,6.3,0.77,2.9,7.0,9.9,2.8,1.8,0.9,2.5,4.5,25.0,108.0,105.0
Josh Howard,,,,,,,,,,,,,,,,,,,,,,,
Josh Howard,7,DAL,,431.0,368.0,13652.0,9.7,21.3,0.45399999999999996,5.0,6.4,0.7759999999999999,3.0,7.1,10.1,2.8,1.8,1.0,2.5,4.4,25.6,109.0,105.0
Josh Howard,1,UTA,,43.0,18.0,991.0,7.6,19.1,0.39899999999999997,4.0,5.1,0.773,2.1,6.3,8.4,2.6,1.7,0.5,2.8,4.8,19.7,95.0,107.0
Josh Howard,2,WAS,,22.0,13.0,500.0,8.0,21.4,0.375,4.5,6.9,0.657,2.3,6.7,8.9,2.9,1.6,0.7,2.4,4.8,21.6,94.0,110.0
Josh Howard,1,MIN,,11.0,4.0,207.0,7.7,19.2,0.40299999999999997,1.7,3.0,0.583,2.2,6.7,9.0,1.0,2.5,0.7,2.5,4.5,18.5,88.0,104.0
Wesley Johnson,2010-11,MIN,SG,79.0,63.0,2069.0,6.5,16.4,0.397,1.5,2.2,0.696,1.2,4.5,5.8,3.6,1.4,1.3,2.3,3.9,17.1,101.0,112.0
Wesley Johnson,2011-12,MIN,SF,65.0,64.0,1469.0,5.5,13.9,0.39799999999999996,0.8,1.2,0.706,0.8,5.4,6.2,2.1,1.2,1.7,2.1,4.0,13.8,93.0,107.0
Wesley Johnson,2012-13,PHO,SF,50.0,21.0,953.0,8.7,21.3,0.40700000000000003,1.5,1.9,0.7709999999999999,1.1,5.5,6.6,1.8,1.2,1.0,2.6,3.0,21.5,93.0,110.0
Wesley Johnson,2013-14,LAL,SF,79.0,62.0,2240.0,6.0,14.1,0.425,1.3,1.7,0.792,1.5,6.0,7.6,2.7,1.9,1.7,2.0,4.5,15.5,100.0,110.0
Wesley Johnson,2014-15,LAL,SF,25.0,25.0,765.0,5.4,12.7,0.42700000000000005,1.9,2.2,0.853,1.3,4.5,5.7,2.5,1.4,1.5,1.1,3.8,14.7,113.0,115.0
Wesley Johnson,Career,,,298.0,235.0,7496.0,6.3,15.5,0.409,1.4,1.8,0.754,1.2,5.3,6.5,2.7,1.5,1.5,2.1,4.0,16.3,99.0,111.0
Wesley Johnson,,,,,,,,,,,,,,,,,,,,,,,
Wesley Johnson,2,MIN,,144.0,127.0,3538.0,6.1,15.4,0.39799999999999996,1.3,1.8,0.698,1.1,4.9,5.9,3.0,1.3,1.5,2.2,4.0,15.7,98.0,110.0
Wesley Johnson,2,LAL,,104.0,87.0,3005.0,5.9,13.8,0.426,1.5,1.8,0.8109999999999999,1.5,5.7,7.1,2.6,1.7,1.6,1.7,4.3,15.3,103.0,111.0
Wesley Johnson,1,PHO,,50.0,21.0,953.0,8.7,21.3,0.40700000000000003,1.5,1.9,0.7709999999999999,1.1,5.5,6.6,1.8,1.2,1.0,2.6,3.0,21.5,93.0,110.0
Kelly Olynyk,2013-14,BOS,C,70.0,9.0,1400.0,8.6,18.4,0.466,3.6,4.5,0.8109999999999999,5.1,8.3,13.4,4.0,1.3,1.0,3.9,8.3,22.3,107.0,107.0
Kelly Olynyk,2014-15,BOS,C,23.0,13.0,589.0,8.3,16.0,0.521,3.1,4.4,0.698,3.2,7.6,10.7,3.7,2.4,1.5,3.7,7.2,21.8,110.0,103.0
Kelly Olynyk,Career,,,93.0,22.0,1989.0,8.5,17.7,0.48100000000000004,3.5,4.5,0.777,4.5,8.1,12.6,3.9,1.6,1.1,3.8,8.0,22.2,107.0,106.0
Steven Adams,2013-14,OKC,C,81.0,20.0,1197.0,3.9,7.8,0.503,3.3,5.7,0.581,6.0,8.0,13.9,1.8,1.7,2.4,3.0,8.5,11.1,108.0,102.0
Steven Adams,2014-15,OKC,C,26.0,26.0,628.0,6.6,12.6,0.523,2.8,5.3,0.531,5.4,9.3,14.8,1.6,1.0,2.5,3.7,6.2,16.0,100.0,100.0
Steven Adams,Career,,,107.0,46.0,1825.0,4.8,9.4,0.512,3.1,5.6,0.565,5.8,8.4,14.2,1.8,1.4,2.4,3.2,7.7,12.8,105.0,101.0
Manny Harris,2010-11,CLE,SG,54.0,15.0,933.0,6.0,16.0,0.374,3.9,5.1,0.763,2.0,5.8,7.7,4.7,1.7,0.4,3.5,3.6,17.7,95.0,112.0
Manny Harris,2011-12,CLE,SG,26.0,5.0,456.0,6.9,17.3,0.4,4.7,6.8,0.695,1.3,6.8,8.1,3.6,1.5,0.7,3.1,3.2,19.9,97.0,109.0
Manny Harris,2013-14,LAL,SG,9.0,0.0,180.0,7.6,18.9,0.4,2.7,3.2,0.833,1.9,7.3,9.2,3.0,1.1,0.3,2.4,2.7,19.7,95.0,112.0
Manny Harris,Career,,,89.0,20.0,1569.0,6.4,16.7,0.385,4.0,5.4,0.7440000000000001,1.8,6.2,8.0,4.2,1.6,0.5,3.2,3.4,18.6,96.0,111.0
Manny Harris,,,,,,,,,,,,,,,,,,,,,,,
Manny Harris,2,CLE,,80.0,20.0,1389.0,6.3,16.4,0.38299999999999995,4.2,5.7,0.737,1.8,6.1,7.8,4.3,1.6,0.5,3.4,3.5,18.5,96.0,111.0
Manny Harris,1,LAL,,9.0,0.0,180.0,7.6,18.9,0.4,2.7,3.2,0.833,1.9,7.3,9.2,3.0,1.1,0.3,2.4,2.7,19.7,95.0,112.0
Vander Blue,2013-14,BOS,SG,3.0,0.0,15.0,6.9,13.7,0.5,3.4,17.1,0.2,0.0,10.3,10.3,3.4,0.0,0.0,6.9,3.4,17.1,64.0,110.0
Vander Blue,Career,,,3.0,0.0,15.0,6.9,13.7,0.5,3.4,17.1,0.2,0.0,10.3,10.3,3.4,0.0,0.0,6.9,3.4,17.1,64.0,110.0
David West,2003-04,NOH,PF,71.0,1.0,930.0,6.3,13.2,0.474,3.3,4.6,0.713,6.8,10.4,17.2,3.5,1.6,1.6,2.8,6.8,15.8,110.0,100.0
David West,2004-05,NOH,SF,30.0,8.0,552.0,7.4,17.1,0.436,3.4,5.0,0.68,4.0,8.8,12.8,2.3,1.2,1.6,3.7,6.2,18.5,93.0,106.0
David West,2005-06,NOK,PF,74.0,74.0,2526.0,11.3,22.1,0.512,4.3,5.0,0.843,3.6,8.1,11.7,2.0,1.3,1.4,2.2,4.6,27.0,112.0,106.0
David West,2006-07,NOK,PF,52.0,52.0,1900.0,10.6,22.2,0.47600000000000003,5.2,6.4,0.8240000000000001,3.5,8.3,11.9,3.2,1.2,1.1,2.7,4.0,26.6,110.0,106.0
David West,2007-08 ★,NOH,PF,76.0,76.0,2870.0,11.7,24.3,0.48200000000000004,5.6,6.6,0.85,3.3,9.2,12.6,3.3,1.2,1.8,3.1,3.9,29.1,109.0,104.0
David West,2008-09 ★,NOH,PF,76.0,76.0,2982.0,11.2,23.7,0.47200000000000003,6.7,7.6,0.884,2.9,8.9,11.8,3.2,0.9,1.2,3.0,3.8,29.2,109.0,107.0
David West,2009-10,NOH,PF,81.0,81.0,2949.0,10.9,21.5,0.505,5.2,6.0,0.865,2.9,7.7,10.6,4.2,1.3,1.1,3.0,4.1,27.1,111.0,110.0
David West,2010-11,NOH,PF,70.0,70.0,2451.0,11.7,23.0,0.508,5.8,7.2,0.807,3.4,8.3,11.7,3.6,1.5,1.4,3.1,4.5,29.2,111.0,104.0
David West,2011-12,IND,PF,66.0,66.0,1925.0,9.6,19.7,0.48700000000000004,3.9,4.8,0.807,3.2,8.7,11.9,3.8,1.4,1.3,2.6,4.4,23.1,110.0,102.0
David West,2012-13,IND,PF,73.0,73.0,2435.0,11.0,22.1,0.498,5.3,6.9,0.768,3.2,9.1,12.3,4.7,1.6,1.5,3.4,3.3,27.3,110.0,99.0
David West,2013-14,IND,PF,80.0,80.0,2472.0,9.6,19.7,0.488,4.2,5.3,0.789,2.5,8.9,11.4,4.7,1.3,1.6,2.8,3.9,23.5,108.0,99.0
David West,2014-15,IND,PF,11.0,11.0,305.0,10.5,23.1,0.456,1.4,1.7,0.8,3.1,9.0,12.1,5.3,1.0,0.7,1.5,5.1,22.8,105.0,104.0
David West,Career,,,760.0,668.0,24297.0,10.6,21.7,0.49,5.0,6.1,0.825,3.3,8.7,12.0,3.6,1.3,1.4,2.9,4.2,26.4,109.0,104.0
David West,,,,,,,,,,,,,,,,,,,,,,,
David West,8,"NOK,NOH",,530.0,438.0,17160.0,10.9,22.1,0.49,5.3,6.3,0.8390000000000001,3.5,8.6,12.0,3.3,1.2,1.4,2.9,4.3,27.1,110.0,106.0
David West,4,IND,,230.0,230.0,7137.0,10.1,20.6,0.49,4.3,5.5,0.785,3.0,8.9,11.9,4.5,1.4,1.4,2.9,3.9,24.7,109.0,100.0
Metta World Peace,1999-00,CHI,SF,72.0,63.0,2238.0,7.4,18.2,0.40700000000000003,4.5,6.7,0.674,1.5,5.9,7.4,4.8,2.9,0.9,4.0,3.8,20.8,95.0,103.0
Metta World Peace,2000-01,CHI,SF,76.0,74.0,2363.0,7.4,18.5,0.401,4.8,6.4,0.75,1.3,5.3,6.7,5.2,3.5,1.0,3.6,5.8,20.6,94.0,104.0
Metta World Peace,2001-02,TOT,SF,55.0,50.0,1642.0,8.6,20.4,0.423,4.4,6.5,0.667,2.3,6.3,8.7,4.1,4.5,1.2,3.8,7.0,23.3,96.0,100.0
Metta World Peace,2001-02,CHI,SF,27.0,26.0,823.0,9.8,22.6,0.433,5.2,8.3,0.628,2.6,5.9,8.4,5.0,4.8,1.5,4.4,7.0,27.1,98.0,101.0
Metta World Peace,2001-02,IND,SF,28.0,24.0,819.0,7.5,18.2,0.41100000000000003,3.5,4.8,0.733,2.1,6.8,8.9,3.2,4.2,1.0,3.1,6.9,19.5,95.0,99.0
Metta World Peace,2002-03,IND,SF,69.0,67.0,2317.0,8.2,19.1,0.428,6.2,8.4,0.736,2.3,5.9,8.2,4.5,3.6,1.1,3.3,5.5,24.2,105.0,98.0
Metta World Peace,2003-04 ★,IND,SF,73.0,71.0,2714.0,9.5,22.5,0.42100000000000004,6.5,8.9,0.733,2.0,5.8,7.8,5.5,3.1,1.0,4.1,3.9,26.9,101.0,96.0
Metta World Peace,2004-05,IND,SF,7.0,7.0,291.0,11.2,22.5,0.496,8.9,9.6,0.922,1.5,7.0,8.5,4.2,2.3,1.1,3.2,5.1,32.5,118.0,103.0
Metta World Peace,2005-06,TOT,SF,56.0,56.0,2207.0,8.3,20.6,0.40399999999999997,4.9,7.3,0.675,1.8,5.0,6.8,4.8,2.9,1.0,3.1,3.9,23.4,99.0,103.0
Metta World Peace,2005-06,IND,SF,16.0,16.0,603.0,9.7,21.0,0.46,6.6,10.7,0.612,2.3,4.6,6.9,3.1,3.7,1.0,3.8,4.0,27.5,102.0,100.0
Metta World Peace,2005-06,SAC,SF,40.0,40.0,1604.0,7.8,20.5,0.38299999999999995,4.3,6.0,0.7170000000000001,1.6,5.2,6.8,5.5,2.6,1.0,2.9,3.9,21.9,98.0,104.0
Metta World Peace,2006-07,SAC,SF,70.0,65.0,2641.0,8.8,19.9,0.44,5.9,8.0,0.74,2.0,6.7,8.7,4.5,2.9,0.8,2.8,3.9,25.2,108.0,105.0
Metta World Peace,2007-08,SAC,SF,57.0,54.0,2172.0,10.2,22.5,0.45299999999999996,4.9,6.9,0.7190000000000001,2.4,5.3,7.7,4.6,3.1,0.9,3.5,3.7,27.3,106.0,108.0
Metta World Peace,2008-09,HOU,SF,69.0,55.0,2452.0,9.0,22.5,0.401,4.3,5.7,0.748,1.4,6.4,7.8,5.0,2.3,0.5,3.0,3.4,25.6,104.0,103.0
Metta World Peace,2009-10,LAL,SF,77.0,77.0,2605.0,6.1,14.7,0.414,2.5,3.7,0.688,2.0,4.6,6.6,4.6,2.1,0.4,2.4,3.3,16.8,106.0,105.0
Metta World Peace,2010-11,LAL,SF,82.0,82.0,2410.0,5.7,14.4,0.397,2.0,3.0,0.6759999999999999,2.2,3.7,5.9,3.8,2.7,0.8,2.0,4.0,15.3,104.0,105.0
Metta World Peace,2011-12,LAL,SF,64.0,45.0,1720.0,5.6,14.3,0.39399999999999996,2.2,3.5,0.617,2.2,4.5,6.7,4.3,2.1,0.8,2.1,4.2,15.2,102.0,105.0
Metta World Peace,2012-13,LAL,SF,75.0,66.0,2530.0,6.7,16.6,0.40299999999999997,2.5,3.4,0.7340000000000001,2.0,5.4,7.5,2.3,2.5,0.8,2.0,4.0,18.7,105.0,106.0
Metta World Peace,2013-14,NYK,SF,29.0,1.0,388.0,7.7,19.3,0.397,1.4,2.2,0.625,2.5,5.6,8.1,2.3,3.3,1.1,2.6,6.0,19.1,94.0,106.0
Metta World Peace,Career,,,931.0,833.0,30690.0,7.9,18.9,0.41700000000000004,4.3,6.0,0.716,1.9,5.5,7.4,4.4,2.9,0.9,3.0,4.3,21.9,102.0,103.0
Metta World Peace,,,,,,,,,,,,,,,,,,,,,,,
Metta World Peace,4,LAL,,298.0,270.0,9265.0,6.1,15.1,0.40299999999999997,2.3,3.4,0.685,2.1,4.6,6.7,3.7,2.4,0.7,2.1,3.8,16.6,104.0,105.0
Metta World Peace,5,IND,,193.0,185.0,6744.0,8.9,20.6,0.429,6.1,8.4,0.7290000000000001,2.1,5.9,8.0,4.6,3.4,1.1,3.6,4.9,25.3,103.0,98.0
Metta World Peace,3,CHI,,175.0,163.0,5424.0,7.8,19.0,0.409,4.7,6.8,0.696,1.6,5.7,7.2,5.0,3.4,1.1,3.9,5.1,21.7,95.0,103.0
Metta World Peace,3,SAC,,167.0,159.0,6417.0,9.0,20.9,0.431,5.2,7.1,0.728,2.0,5.9,7.9,4.8,2.9,0.9,3.0,3.8,25.1,105.0,106.0
Metta World Peace,1,HOU,,69.0,55.0,2452.0,9.0,22.5,0.401,4.3,5.7,0.748,1.4,6.4,7.8,5.0,2.3,0.5,3.0,3.4,25.6,104.0,103.0
Metta World Peace,1,NYK,,29.0,1.0,388.0,7.7,19.3,0.397,1.4,2.2,0.625,2.5,5.6,8.1,2.3,3.3,1.1,2.6,6.0,19.1,94.0,106.0
Pablo Prigioni,2012-13,NYK,PG,78.0,18.0,1263.0,4.2,9.3,0.455,0.9,1.1,0.88,1.7,4.3,6.1,10.0,2.9,0.1,3.6,5.4,11.6,116.0,106.0
Pablo Prigioni,2013-14,NYK,PG,66.0,27.0,1283.0,3.6,7.9,0.461,0.5,0.5,0.917,1.5,3.9,5.3,9.5,2.8,0.1,2.5,5.5,10.4,127.0,110.0
Pablo Prigioni,2014-15,NYK,PG,26.0,0.0,499.0,5.2,11.1,0.466,0.9,1.3,0.667,1.2,3.4,4.6,6.7,3.7,0.0,3.1,3.5,14.8,115.0,109.0
Pablo Prigioni,Career,,,170.0,45.0,3045.0,4.1,9.0,0.45899999999999996,0.7,0.9,0.8370000000000001,1.5,4.0,5.5,9.2,3.0,0.1,3.1,5.1,11.7,120.0,108.0
Marquis Teague,2012-13,CHI,PG,48.0,0.0,392.0,5.9,15.5,0.381,1.2,2.2,0.563,0.4,5.6,6.0,8.6,1.2,1.0,4.8,6.4,13.6,82.0,105.0
Marquis Teague,2013-14,TOT,SG,40.0,3.0,443.0,4.5,14.2,0.319,3.1,4.2,0.743,0.1,4.7,4.8,6.9,1.2,0.6,4.7,5.5,12.8,78.0,107.0
Marquis Teague,2013-14,CHI,SG,19.0,2.0,242.0,3.5,14.5,0.242,2.4,3.5,0.688,0.2,4.0,4.2,6.2,0.4,0.9,3.7,5.5,9.9,68.0,105.0
Marquis Teague,2013-14,BRK,SG,21.0,1.0,201.0,5.7,13.8,0.415,3.9,5.0,0.789,0.0,5.5,5.5,7.8,2.1,0.3,5.7,5.5,16.2,89.0,109.0
Marquis Teague,Career,,,88.0,3.0,835.0,5.2,14.8,0.349,2.2,3.3,0.6859999999999999,0.3,5.1,5.4,7.7,1.2,0.8,4.7,5.9,13.1,80.0,106.0
Marquis Teague,,,,,,,,,,,,,,,,,,,,,,,
Marquis Teague,2,CHI,,67.0,2.0,634.0,5.0,15.1,0.33,1.7,2.7,0.625,0.3,5.0,5.3,7.7,0.9,0.9,4.4,6.1,12.2,77.0,105.0
Marquis Teague,1,BRK,,21.0,1.0,201.0,5.7,13.8,0.415,3.9,5.0,0.789,0.0,5.5,5.5,7.8,2.1,0.3,5.7,5.5,16.2,89.0,109.0
Rajon Rondo,2006-07,BOS,PG,78.0,25.0,1831.0,5.4,12.8,0.418,3.4,5.2,0.647,2.1,6.2,8.3,8.5,3.6,0.2,3.9,5.2,14.3,97.0,103.0
Rajon Rondo,2007-08,BOS,PG,77.0,77.0,2306.0,8.0,16.3,0.49200000000000005,2.4,4.0,0.611,1.8,5.6,7.4,9.0,3.0,0.3,3.4,4.3,18.6,107.0,98.0
Rajon Rondo,2008-09,BOS,PG,80.0,80.0,2642.0,7.7,15.3,0.505,3.5,5.4,0.642,2.0,6.4,8.4,13.2,3.0,0.2,4.2,3.9,19.2,114.0,101.0
Rajon Rondo,2009-10 ★,BOS,PG,81.0,81.0,2963.0,8.1,16.0,0.508,3.1,5.0,0.621,1.8,4.6,6.4,14.0,3.3,0.2,4.3,3.5,19.6,111.0,103.0
Rajon Rondo,2010-11 ★,BOS,PG,68.0,68.0,2527.0,6.7,14.1,0.475,1.6,2.8,0.568,1.8,4.4,6.2,16.0,3.2,0.2,4.9,2.5,15.2,104.0,100.0
Rajon Rondo,2011-12 ★,BOS,PG,53.0,53.0,1957.0,6.9,15.5,0.44799999999999995,2.9,4.9,0.597,1.7,5.3,7.0,16.8,2.6,0.1,5.2,2.7,17.1,101.0,99.0
Rajon Rondo,2012-13 ★,BOS,PG,38.0,38.0,1423.0,8.3,17.1,0.484,2.2,3.4,0.645,1.6,6.2,7.8,15.4,2.6,0.3,5.4,3.5,19.2,103.0,103.0
Rajon Rondo,2013-14,BOS,PG,30.0,30.0,998.0,7.3,18.0,0.40299999999999997,2.2,3.5,0.627,1.1,7.3,8.5,15.2,2.1,0.1,5.1,3.4,18.0,99.0,107.0
Rajon Rondo,2014-15,BOS,PG,22.0,22.0,699.0,5.7,14.0,0.405,0.8,2.5,0.33299999999999996,1.8,9.8,11.6,16.6,2.6,0.2,5.3,2.9,12.8,96.0,103.0
Rajon Rondo,Career,,,527.0,474.0,17346.0,7.3,15.4,0.473,2.6,4.3,0.614,1.8,5.7,7.5,13.5,3.0,0.2,4.5,3.6,17.5,105.0,101.0
James Young,2014-15,BOS,SG,5.0,0.0,18.0,13.6,21.8,0.625,0.0,2.7,0.0,0.0,5.4,5.4,2.7,0.0,2.7,0.0,2.7,30.0,127.0,108.0
James Young,Career,,,5.0,0.0,18.0,13.6,21.8,0.625,0.0,2.7,0.0,0.0,5.4,5.4,2.7,0.0,2.7,0.0,2.7,30.0,127.0,108.0
Elfrid Payton,2014-15,ORL,PG,28.0,10.0,679.0,5.6,14.5,0.384,2.3,4.9,0.469,2.2,4.7,6.9,10.2,2.7,0.3,4.7,4.7,13.7,88.0,106.0
Elfrid Payton,Career,,,28.0,10.0,679.0,5.6,14.5,0.384,2.3,4.9,0.469,2.2,4.7,6.9,10.2,2.7,0.3,4.7,4.7,13.7,88.0,106.0
Carlos Delfino,2004-05,DET,SG,30.0,4.0,459.0,5.0,14.0,0.359,2.8,4.8,0.575,1.6,5.0,6.6,4.6,2.6,0.7,2.8,5.3,13.9,91.0,101.0
Carlos Delfino,2005-06,DET,SG,68.0,1.0,726.0,6.9,17.2,0.40299999999999997,3.4,5.1,0.672,2.1,6.5,8.6,3.4,1.6,1.1,2.7,6.6,18.8,98.0,103.0
Carlos Delfino,2006-07,DET,SG,82.0,1.0,1372.0,6.3,15.1,0.415,2.8,3.6,0.787,2.7,8.0,10.7,3.5,1.8,0.3,2.4,3.9,17.2,105.0,104.0
Carlos Delfino,2007-08,TOR,SG,82.0,0.0,1928.0,6.9,17.4,0.397,3.2,4.3,0.7440000000000001,1.8,8.1,9.9,4.0,1.9,0.3,2.1,4.9,20.4,107.0,106.0
Carlos Delfino,2009-10,MIL,SF,75.0,66.0,2279.0,6.9,16.8,0.408,2.1,2.7,0.782,1.2,7.9,9.1,4.6,1.8,0.5,2.7,3.2,19.0,103.0,103.0
Carlos Delfino,2010-11,MIL,SF,49.0,40.0,1590.0,6.7,17.3,0.39,2.0,2.5,0.8,0.8,5.9,6.7,3.8,2.6,0.3,1.9,2.4,19.0,104.0,102.0
Carlos Delfino,2011-12,MIL,SF,54.0,53.0,1537.0,6.1,15.1,0.402,1.3,1.6,0.792,0.7,6.3,6.9,4.1,2.6,0.3,2.2,3.3,16.3,102.0,104.0
Carlos Delfino,2012-13,HOU,SF,67.0,5.0,1689.0,7.4,18.3,0.405,1.4,1.7,0.857,0.5,6.0,6.5,4.0,2.0,0.3,2.1,3.4,20.9,109.0,107.0
Carlos Delfino,Career,,,507.0,170.0,11580.0,6.7,16.7,0.401,2.2,3.0,0.758,1.3,7.0,8.3,4.0,2.1,0.4,2.3,3.8,18.7,104.0,104.0
Carlos Delfino,,,,,,,,,,,,,,,,,,,,,,,
Carlos Delfino,3,DET,,180.0,6.0,2557.0,6.2,15.5,0.402,3.0,4.2,0.7040000000000001,2.3,7.0,9.4,3.7,1.9,0.6,2.6,4.9,17.0,101.0,103.0
Carlos Delfino,3,MIL,,178.0,159.0,5406.0,6.6,16.4,0.401,1.8,2.3,0.789,0.9,6.8,7.8,4.2,2.3,0.4,2.3,3.0,18.2,103.0,103.0
Carlos Delfino,1,TOR,,82.0,0.0,1928.0,6.9,17.4,0.397,3.2,4.3,0.7440000000000001,1.8,8.1,9.9,4.0,1.9,0.3,2.1,4.9,20.4,107.0,106.0
Carlos Delfino,1,HOU,,67.0,5.0,1689.0,7.4,18.3,0.405,1.4,1.7,0.857,0.5,6.0,6.5,4.0,2.0,0.3,2.1,3.4,20.9,109.0,107.0
Gary Neal,2010-11,SAS,SG,80.0,1.0,1685.0,8.8,19.5,0.451,2.6,3.2,0.8079999999999999,0.6,5.4,6.0,3.0,0.8,0.1,2.4,4.6,24.2,110.0,109.0
Gary Neal,2011-12,SAS,SG,56.0,7.0,1206.0,9.1,20.8,0.436,2.1,2.7,0.7809999999999999,0.5,4.5,5.1,5.0,1.2,0.1,2.6,3.2,23.9,107.0,107.0
Gary Neal,2012-13,SAS,SG,68.0,17.0,1484.0,8.4,20.5,0.41200000000000003,2.2,2.5,0.865,0.4,4.5,4.9,4.4,1.0,0.1,2.4,3.2,22.1,99.0,106.0
Gary Neal,2013-14,TOT,SG,52.0,3.0,1114.0,9.0,22.0,0.41,4.4,4.9,0.895,0.5,3.7,4.2,3.9,0.8,0.0,3.0,3.0,25.6,102.0,113.0
Gary Neal,2013-14,MIL,SG,30.0,2.0,607.0,9.3,23.9,0.39,3.9,4.7,0.833,0.7,3.6,4.3,4.0,0.6,0.0,3.4,2.2,25.9,98.0,117.0
Gary Neal,2013-14,CHA,SG,22.0,1.0,507.0,8.7,19.9,0.43799999999999994,5.0,5.2,0.961,0.2,3.9,4.1,3.8,1.1,0.0,2.6,4.0,25.3,108.0,108.0
Gary Neal,2014-15,CHO,SG,19.0,0.0,465.0,8.8,21.5,0.408,6.1,7.3,0.831,0.9,4.7,5.6,4.0,0.9,0.0,2.5,4.0,25.9,104.0,112.0
Gary Neal,Career,,,275.0,28.0,5954.0,8.8,20.6,0.42700000000000005,3.0,3.6,0.84,0.6,4.6,5.2,4.0,1.0,0.1,2.5,3.6,24.0,104.0,109.0
Gary Neal,,,,,,,,,,,,,,,,,,,,,,,
Gary Neal,3,SAS,,204.0,25.0,4375.0,8.8,20.2,0.433,2.3,2.9,0.818,0.5,4.8,5.4,4.0,1.0,0.1,2.4,3.7,23.4,105.0,107.0
Gary Neal,2,"CHA,CHO",,41.0,1.0,972.0,8.7,20.6,0.423,5.5,6.2,0.888,0.5,4.3,4.8,3.9,1.0,0.0,2.5,4.0,25.6,106.0,110.0
Gary Neal,1,MIL,,30.0,2.0,607.0,9.3,23.9,0.39,3.9,4.7,0.833,0.7,3.6,4.3,4.0,0.6,0.0,3.4,2.2,25.9,98.0,117.0
LaMarcus Aldridge,2006-07,POR,C,63.0,22.0,1392.0,9.4,18.7,0.503,3.2,4.5,0.722,5.6,6.6,12.2,0.9,0.9,2.8,1.7,7.3,22.1,113.0,109.0
LaMarcus Aldridge,2007-08,POR,PF,76.0,76.0,2649.0,11.6,23.9,0.484,4.7,6.1,0.762,4.5,7.4,11.9,2.5,1.1,1.9,2.6,4.9,27.8,108.0,107.0
LaMarcus Aldridge,2008-09,POR,PF,81.0,81.0,3004.0,11.1,22.9,0.484,4.8,6.2,0.7809999999999999,4.3,6.8,11.2,2.9,1.4,1.4,2.2,3.8,27.1,115.0,108.0
LaMarcus Aldridge,2009-10,POR,PF,78.0,78.0,2922.0,10.8,21.9,0.495,4.3,5.7,0.757,3.6,8.1,11.7,3.0,1.3,0.9,1.9,4.3,26.1,113.0,107.0
LaMarcus Aldridge,2010-11,POR,PF,81.0,81.0,3211.0,12.0,24.1,0.5,6.0,7.5,0.7909999999999999,4.7,7.3,12.1,2.9,1.4,1.6,2.6,3.7,30.1,114.0,107.0
